parent,leaked,model,state
jacobson_2.19,no,DeepSeek-V4-pro,both
air_102,no,DeepSeek-V4-pro,both
air_107,no,DeepSeek-V4-pro,both
air_0,no,DeepSeek-V4-pro,both
1.2,no,DeepSeek-V4-pro,both
air_110,no,DeepSeek-V4-pro,both
air_111,no,DeepSeek-V4-pro,both
air_120,no,DeepSeek-V4-pro,both
1.1,no,DeepSeek-V4-pro,both
air_125,no,DeepSeek-V4-pro,both
air_132,no,DeepSeek-V4-pro,both
10.3,no,DeepSeek-V4-pro,both
air_133,no,DeepSeek-V4-pro,both
air_147,no,DeepSeek-V4-pro,both
air_170,no,DeepSeek-V4-pro,both
air_177,no,DeepSeek-V4-pro,both
air_183,no,DeepSeek-V4-pro,both
air_187,no,DeepSeek-V4-pro,both
air_197,no,DeepSeek-V4-pro,both
air_215,no,DeepSeek-V4-pro,both
air_224,no,DeepSeek-V4-pro,both
air_227,no,DeepSeek-V4-pro,both
air_259,no,DeepSeek-V4-pro,both
air_255,no,DeepSeek-V4-pro,both
air_220,no,DeepSeek-V4-pro,both
air_261,no,DeepSeek-V4-pro,both
air_290,no,DeepSeek-V4-pro,both
air_299,yes,DeepSeek-V4-pro,both
air_263,no,DeepSeek-V4-pro,both
air_3,no,DeepSeek-V4-pro,neither
air_308,no,DeepSeek-V4-pro,both
air_310,no,DeepSeek-V4-pro,both
air_264,no,DeepSeek-V4-pro,both
air_304,yes,DeepSeek-V4-pro,both
air_330,no,DeepSeek-V4-pro,both
air_339,no,DeepSeek-V4-pro,both
air_338,no,DeepSeek-V4-pro,both
air_347,no,DeepSeek-V4-pro,both
air_349,no,DeepSeek-V4-pro,both
air_345,no,DeepSeek-V4-pro,both
air_362,no,DeepSeek-V4-pro,both
air_379,no,DeepSeek-V4-pro,both
air_380,yes,DeepSeek-V4-pro,both
air_385,yes,DeepSeek-V4-pro,both
air_395,no,DeepSeek-V4-pro,both
air_59,no,DeepSeek-V4-pro,both
air_360,no,DeepSeek-V4-pro,both
air_64,no,DeepSeek-V4-pro,both
air_68,no,DeepSeek-V4-pro,both
air_99,no,DeepSeek-V4-pro,gained
dn_10.28,no,DeepSeek-V4-pro,both
air_90,no,DeepSeek-V4-pro,both
holton_40,no,DeepSeek-V4-pro,both
air_392,no,DeepSeek-V4-pro,both
holton_36,no,DeepSeek-V4-pro,both
holton_76,no,DeepSeek-V4-pro,both
holton_7,no,DeepSeek-V4-pro,both
jacob_13.2,no,DeepSeek-V4-pro,gained
holton_56,no,DeepSeek-V4-pro,both
p_101,yes,DeepSeek-V4-pro,both
ca_10.7,no,DeepSeek-V4-pro,both
p_103,no,DeepSeek-V4-pro,both
p_106,no,DeepSeek-V4-pro,both
p_113,no,DeepSeek-V4-pro,both
p_110,no,DeepSeek-V4-pro,both
p_114,no,DeepSeek-V4-pro,both
p_115,no,DeepSeek-V4-pro,both
p_22,no,DeepSeek-V4-pro,both
p_12,no,DeepSeek-V4-pro,gained
p_20,no,DeepSeek-V4-pro,both
p_25,no,DeepSeek-V4-pro,both
p_26,no,DeepSeek-V4-pro,both
p_3,no,DeepSeek-V4-pro,both
p_21,no,DeepSeek-V4-pro,both
p_41,no,DeepSeek-V4-pro,both
p_37,no,DeepSeek-V4-pro,both
jacob_4.7,no,DeepSeek-V4-pro,both
p_4,no,DeepSeek-V4-pro,both
p_57,no,DeepSeek-V4-pro,both
p_55,no,DeepSeek-V4-pro,both
p_5,no,DeepSeek-V4-pro,both
p_56,no,DeepSeek-V4-pro,both
p_7,no,DeepSeek-V4-pro,both
p_96,no,DeepSeek-V4-pro,both
p_70,no,DeepSeek-V4-pro,both
p_6,no,DeepSeek-V4-pro,both
turner_1,no,DeepSeek-V4-pro,gained
snp_9,no,DeepSeek-V4-pro,both
turner_2,no,DeepSeek-V4-pro,both
p_73,no,DeepSeek-V4-pro,both
p_102,no,DeepSeek-V4-pro,both
air_89,yes,DeepSeek-V4-pro,both
2.14,no,DeepSeek-V4-pro,neither
holton_2,no,DeepSeek-V4-pro,both
holton_53,no,DeepSeek-V4-pro,both
air_148,no,DeepSeek-V4-pro,fragile
air_137,no,DeepSeek-V4-pro,both
air_143,no,DeepSeek-V4-pro,both
air_165,no,DeepSeek-V4-pro,both
air_229,no,DeepSeek-V4-pro,both
air_206,no,DeepSeek-V4-pro,both
air_231,yes,DeepSeek-V4-pro,both
air_306,no,DeepSeek-V4-pro,both
air_105,no,DeepSeek-V4-pro,both
air_322,no,DeepSeek-V4-pro,both
air_351,no,DeepSeek-V4-pro,both
air_334,no,DeepSeek-V4-pro,both
air_342,no,DeepSeek-V4-pro,both
air_408,no,DeepSeek-V4-pro,both
dn_13.4,no,DeepSeek-V4-pro,both
dn_15.18,no,DeepSeek-V4-pro,both
air_361,no,DeepSeek-V4-pro,both
air_269,no,DeepSeek-V4-pro,both
fp_11.2,no,DeepSeek-V4-pro,both
holton_10,no,DeepSeek-V4-pro,both
holton_13,no,DeepSeek-V4-pro,both
jacob_4.8,yes,DeepSeek-V4-pro,both
jacobson_2.14,no,DeepSeek-V4-pro,both
p_124,no,DeepSeek-V4-pro,both
p_93,no,DeepSeek-V4-pro,gained
jacobson_4.6,no,DeepSeek-V4-pro,neither
jacobson_5.2,no,DeepSeek-V4-pro,both
air_108,no,DeepSeek-V4-pro,neither
air_126,no,DeepSeek-V4-pro,both
air_238,no,DeepSeek-V4-pro,both
snp_64,no,DeepSeek-V4-pro,both
dn_14.10,no,DeepSeek-V4-pro,both
jacobson_14.1,no,DeepSeek-V4-pro,gained
11.1,no,Gemini-3.1-Pro (reasoning),both
4.3,no,Gemini-3.1-Pro (reasoning),both
6.1.4,no,Gemini-3.1-Pro (reasoning),both
7.4,no,Gemini-3.1-Pro (reasoning),both
air_63,no,Gemini-3.1-Pro (reasoning),both
air_71,no,Gemini-3.1-Pro (reasoning),both
air_72,no,Gemini-3.1-Pro (reasoning),both
air_88,no,Gemini-3.1-Pro (reasoning),both
air_91,no,Gemini-3.1-Pro (reasoning),both
air_92,no,Gemini-3.1-Pro (reasoning),both
air_98,no,Gemini-3.1-Pro (reasoning),both
air_103,no,Gemini-3.1-Pro (reasoning),both
air_106,no,Gemini-3.1-Pro (reasoning),both
air_104,no,Gemini-3.1-Pro (reasoning),both
air_123,no,Gemini-3.1-Pro (reasoning),both
air_119,no,Gemini-3.1-Pro (reasoning),both
air_122,no,Gemini-3.1-Pro (reasoning),both
air_124,no,Gemini-3.1-Pro (reasoning),both
air_130,no,Gemini-3.1-Pro (reasoning),both
air_138,no,Gemini-3.1-Pro (reasoning),both
air_139,no,Gemini-3.1-Pro (reasoning),both
air_145,no,Gemini-3.1-Pro (reasoning),both
air_146,no,Gemini-3.1-Pro (reasoning),both
air_149,no,Gemini-3.1-Pro (reasoning),both
air_154,no,Gemini-3.1-Pro (reasoning),neither
air_159,no,Gemini-3.1-Pro (reasoning),both
air_167,no,Gemini-3.1-Pro (reasoning),neither
air_168,no,Gemini-3.1-Pro (reasoning),both
air_172,no,Gemini-3.1-Pro (reasoning),both
air_173,no,Gemini-3.1-Pro (reasoning),both
air_178,no,Gemini-3.1-Pro (reasoning),both
air_182,no,Gemini-3.1-Pro (reasoning),both
air_198,no,Gemini-3.1-Pro (reasoning),both
air_201,no,Gemini-3.1-Pro (reasoning),both
air_203,no,Gemini-3.1-Pro (reasoning),both
air_205,no,Gemini-3.1-Pro (reasoning),both
air_212,no,Gemini-3.1-Pro (reasoning),both
air_213,no,Gemini-3.1-Pro (reasoning),both
air_214,no,Gemini-3.1-Pro (reasoning),both
air_228,no,Gemini-3.1-Pro (reasoning),both
air_235,no,Gemini-3.1-Pro (reasoning),both
air_236,no,Gemini-3.1-Pro (reasoning),both
air_239,no,Gemini-3.1-Pro (reasoning),both
air_246,no,Gemini-3.1-Pro (reasoning),both
air_248,no,Gemini-3.1-Pro (reasoning),both
air_243,no,Gemini-3.1-Pro (reasoning),both
air_251,no,Gemini-3.1-Pro (reasoning),both
air_250,no,Gemini-3.1-Pro (reasoning),both
air_252,no,Gemini-3.1-Pro (reasoning),both
air_256,no,Gemini-3.1-Pro (reasoning),both
air_273,no,Gemini-3.1-Pro (reasoning),both
air_282,no,Gemini-3.1-Pro (reasoning),both
air_284,no,Gemini-3.1-Pro (reasoning),both
air_285,no,Gemini-3.1-Pro (reasoning),both
air_289,no,Gemini-3.1-Pro (reasoning),both
air_292,no,Gemini-3.1-Pro (reasoning),both
air_296,no,Gemini-3.1-Pro (reasoning),both
air_300,no,Gemini-3.1-Pro (reasoning),both
air_301,no,Gemini-3.1-Pro (reasoning),both
air_305,no,Gemini-3.1-Pro (reasoning),both
air_315,no,Gemini-3.1-Pro (reasoning),both
air_314,no,Gemini-3.1-Pro (reasoning),both
air_318,no,Gemini-3.1-Pro (reasoning),both
air_320,no,Gemini-3.1-Pro (reasoning),both
air_321,no,Gemini-3.1-Pro (reasoning),both
air_323,no,Gemini-3.1-Pro (reasoning),both
air_326,no,Gemini-3.1-Pro (reasoning),both
air_328,no,Gemini-3.1-Pro (reasoning),both
air_335,no,Gemini-3.1-Pro (reasoning),both
air_346,no,Gemini-3.1-Pro (reasoning),both
air_355,no,Gemini-3.1-Pro (reasoning),both
air_368,no,Gemini-3.1-Pro (reasoning),both
air_371,no,Gemini-3.1-Pro (reasoning),both
air_363,no,Gemini-3.1-Pro (reasoning),both
air_369,no,Gemini-3.1-Pro (reasoning),neither
air_382,no,Gemini-3.1-Pro (reasoning),both
air_405,no,Gemini-3.1-Pro (reasoning),both
p_0,no,Gemini-3.1-Pro (reasoning),both
p_10,no,Gemini-3.1-Pro (reasoning),both
p_11,no,Gemini-3.1-Pro (reasoning),both
2.4,no,Gemini-3.1-Pro (reasoning),both
2.3,no,Gemini-3.1-Pro (reasoning),both
2.7,no,Gemini-3.1-Pro (reasoning),both
2.13,no,Gemini-3.1-Pro (reasoning),both
2.15,no,Gemini-3.1-Pro (reasoning),both
5.2,no,Gemini-3.1-Pro (reasoning),both
5.7,no,Gemini-3.1-Pro (reasoning),both
6.1,no,Gemini-3.1-Pro (reasoning),both
6.2,no,Gemini-3.1-Pro (reasoning),both
p_2,no,Gemini-3.1-Pro (reasoning),both
7.1,no,Gemini-3.1-Pro (reasoning),both
5.10,no,Gemini-3.1-Pro (reasoning),both
p_16,no,Gemini-3.1-Pro (reasoning),both
p_23,no,Gemini-3.1-Pro (reasoning),both
p_35,no,Gemini-3.1-Pro (reasoning),both
p_38,no,Gemini-3.1-Pro (reasoning),both
p_40,no,Gemini-3.1-Pro (reasoning),both
p_51,no,Gemini-3.1-Pro (reasoning),both
p_52,no,Gemini-3.1-Pro (reasoning),both
p_54,no,Gemini-3.1-Pro (reasoning),both
p_61,no,Gemini-3.1-Pro (reasoning),both
p_63,no,Gemini-3.1-Pro (reasoning),both
p_71,no,Gemini-3.1-Pro (reasoning),both
p_72,no,Gemini-3.1-Pro (reasoning),both
p_83,no,Gemini-3.1-Pro (reasoning),both
p_84,no,Gemini-3.1-Pro (reasoning),both
p_85,no,Gemini-3.1-Pro (reasoning),both
p_95,no,Gemini-3.1-Pro (reasoning),both
p_99,no,Gemini-3.1-Pro (reasoning),both
p_104,no,Gemini-3.1-Pro (reasoning),both
p_107,no,Gemini-3.1-Pro (reasoning),both
p_109,no,Gemini-3.1-Pro (reasoning),both
p_108,no,Gemini-3.1-Pro (reasoning),both
p_111,no,Gemini-3.1-Pro (reasoning),both
p_112,no,Gemini-3.1-Pro (reasoning),both
p_123,no,Gemini-3.1-Pro (reasoning),both
p_127,no,Gemini-3.1-Pro (reasoning),both
3.2,no,Gemini-3.1-Pro (reasoning),both
6.9,yes,Gemini-3.1-Pro (reasoning),both
air_174,no,Gemini-3.1-Pro (reasoning),both
turner_3,no,Gemini-3.1-Pro (reasoning),both
turner_23,no,Gemini-3.1-Pro (reasoning),both
snp_6,no,Gemini-3.1-Pro (reasoning),both
holton_44,no,Gemini-3.1-Pro (reasoning),both
snp_37,no,Gemini-3.1-Pro (reasoning),both
snp_12,no,Gemini-3.1-Pro (reasoning),both
holton_22,no,Gemini-3.1-Pro (reasoning),both
holton_52,no,Gemini-3.1-Pro (reasoning),both
holton_8,no,Gemini-3.1-Pro (reasoning),both
holton_28,no,Gemini-3.1-Pro (reasoning),both
holton_50,no,Gemini-3.1-Pro (reasoning),both
snp_45,yes,Gemini-3.1-Pro (reasoning),both
snp_19,no,Gemini-3.1-Pro (reasoning),both
holton_58,no,Gemini-3.1-Pro (reasoning),both
snp_50,yes,Gemini-3.1-Pro (reasoning),both
holton_34,no,Gemini-3.1-Pro (reasoning),both
snp_7,no,Gemini-3.1-Pro (reasoning),both
holton_5,no,Gemini-3.1-Pro (reasoning),both
snp_67,no,Gemini-3.1-Pro (reasoning),both
snp_4,no,Gemini-3.1-Pro (reasoning),both
jacob_2.1,no,Gemini-3.1-Pro (reasoning),both
holton_38,no,Gemini-3.1-Pro (reasoning),both
snp_15,no,Gemini-3.1-Pro (reasoning),both
holton_27,no,Gemini-3.1-Pro (reasoning),both
holton_60,no,Gemini-3.1-Pro (reasoning),both
holton_62,no,Gemini-3.1-Pro (reasoning),both
holton_16,no,Gemini-3.1-Pro (reasoning),both
snp_72,no,Gemini-3.1-Pro (reasoning),both
snp_56,no,Gemini-3.1-Pro (reasoning),both
holton_30,no,Gemini-3.1-Pro (reasoning),both
snp_5,no,Gemini-3.1-Pro (reasoning),both
snp_99,no,Gemini-3.1-Pro (reasoning),both
snp_85,no,Gemini-3.1-Pro (reasoning),both
snp_43,no,Gemini-3.1-Pro (reasoning),both
snp_68,no,Gemini-3.1-Pro (reasoning),both
holton_1,no,Gemini-3.1-Pro (reasoning),both
snp_49,no,Gemini-3.1-Pro (reasoning),both
snp_8,no,Gemini-3.1-Pro (reasoning),both
holton_11,no,Gemini-3.1-Pro (reasoning),both
holton_19,no,Gemini-3.1-Pro (reasoning),both
holton_33,yes,Gemini-3.1-Pro (reasoning),both
holton_51,no,Gemini-3.1-Pro (reasoning),both
jacob_13.4,no,Gemini-3.1-Pro (reasoning),both
snp_22,no,Gemini-3.1-Pro (reasoning),both
4.4,no,Gemini-3.1-Pro (reasoning),both
2.2,no,Gemini-3.1-Pro (reasoning),both
4.8,no,Gemini-3.1-Pro (reasoning),both
3.11,no,Gemini-3.1-Pro (reasoning),both
5.11,no,Gemini-3.1-Pro (reasoning),both
4.9,no,Gemini-3.1-Pro (reasoning),both
8.7,no,Gemini-3.1-Pro (reasoning),both
3.8,no,Gemini-3.1-Pro (reasoning),both
5.9,no,Gemini-3.1-Pro (reasoning),both
air_116,no,Gemini-3.1-Pro (reasoning),both
air_234,no,Gemini-3.1-Pro (reasoning),both
jacob_12.1,no,Gemini-3.1-Pro (reasoning),both
snp_94,no,Gemini-3.1-Pro (reasoning),both
snp_30,no,Gemini-3.1-Pro (reasoning),both
ry_1.3,no,Gemini-3.1-Pro (reasoning),both
ry_1.6,no,Gemini-3.1-Pro (reasoning),both
ry_3.5,no,Gemini-3.1-Pro (reasoning),both
ry_12.5,no,Gemini-3.1-Pro (reasoning),both
ry_13.7,no,Gemini-3.1-Pro (reasoning),both
dn_12.1,no,Gemini-3.1-Pro (reasoning),both
dn_6.27,no,Gemini-3.1-Pro (reasoning),both
dn_9.27,no,Gemini-3.1-Pro (reasoning),both
dn_4.15,no,Gemini-3.1-Pro (reasoning),both
dn_10.44,no,Gemini-3.1-Pro (reasoning),both
fp_2.4,no,Gemini-3.1-Pro (reasoning),both
fp_2.1,no,Gemini-3.1-Pro (reasoning),both
fp_12.2,no,Gemini-3.1-Pro (reasoning),both
fp_12.1,no,Gemini-3.1-Pro (reasoning),both
fp_2.5,no,Gemini-3.1-Pro (reasoning),both
ca_3.9,no,Gemini-3.1-Pro (reasoning),both
ca_10.5,no,Gemini-3.1-Pro (reasoning),both
ca_15.7,no,Gemini-3.1-Pro (reasoning),both
air_121,no,Gemini-3.1-Pro (reasoning),both
air_226,no,Gemini-3.1-Pro (reasoning),both
dn_6.31,no,Gemini-3.1-Pro (reasoning),both
dn_8.4,no,Gemini-3.1-Pro (reasoning),both
jacobson_2.1,no,Gemini-3.1-Pro (reasoning),both
jacobson_2.13,no,Gemini-3.1-Pro (reasoning),both
jacobson_2.6,no,Gemini-3.1-Pro (reasoning),both
jacobson_3.5,no,Gemini-3.1-Pro (reasoning),both
jacobson_4.1,no,Gemini-3.1-Pro (reasoning),both
jacobson_4.5,no,Gemini-3.1-Pro (reasoning),both
jacobson_3.6(a),no,Gemini-3.1-Pro (reasoning),both
jacobson_2.16,no,Gemini-3.1-Pro (reasoning),both
jacobson_2.7,no,Gemini-3.1-Pro (reasoning),both
jacobson_3.6(c),no,Gemini-3.1-Pro (reasoning),both
jacobson_2.17,no,Gemini-3.1-Pro (reasoning),both
jacobson_4.8,no,Gemini-3.1-Pro (reasoning),both
jacobson_2.5,no,Gemini-3.1-Pro (reasoning),both
jacobson_18.6,no,Gemini-3.1-Pro (reasoning),both
jacobson_13.2,no,Gemini-3.1-Pro (reasoning),both
jacobson_38,no,Gemini-3.1-Pro (reasoning),both
jacobson_18.1,no,Gemini-3.1-Pro (reasoning),both
jacobson_18.8(a),no,Gemini-3.1-Pro (reasoning),gained
jacobson_2.19,no,Gemini-3.1-Pro (reasoning),both
air_102,no,Gemini-3.1-Pro (reasoning),both
air_107,no,Gemini-3.1-Pro (reasoning),both
air_0,no,Gemini-3.1-Pro (reasoning),both
1.2,no,Gemini-3.1-Pro (reasoning),both
air_110,no,Gemini-3.1-Pro (reasoning),both
air_111,no,Gemini-3.1-Pro (reasoning),both
air_120,no,Gemini-3.1-Pro (reasoning),both
1.1,no,Gemini-3.1-Pro (reasoning),both
air_125,no,Gemini-3.1-Pro (reasoning),both
air_132,no,Gemini-3.1-Pro (reasoning),both
10.3,no,Gemini-3.1-Pro (reasoning),both
air_133,no,Gemini-3.1-Pro (reasoning),both
air_147,no,Gemini-3.1-Pro (reasoning),both
air_170,no,Gemini-3.1-Pro (reasoning),both
air_177,no,Gemini-3.1-Pro (reasoning),both
air_183,no,Gemini-3.1-Pro (reasoning),both
air_187,no,Gemini-3.1-Pro (reasoning),both
air_197,no,Gemini-3.1-Pro (reasoning),both
air_215,no,Gemini-3.1-Pro (reasoning),both
air_224,no,Gemini-3.1-Pro (reasoning),both
air_227,no,Gemini-3.1-Pro (reasoning),both
air_259,no,Gemini-3.1-Pro (reasoning),both
air_255,no,Gemini-3.1-Pro (reasoning),both
air_220,no,Gemini-3.1-Pro (reasoning),both
air_261,no,Gemini-3.1-Pro (reasoning),both
air_290,no,Gemini-3.1-Pro (reasoning),both
air_299,yes,Gemini-3.1-Pro (reasoning),both
air_263,no,Gemini-3.1-Pro (reasoning),both
air_3,no,Gemini-3.1-Pro (reasoning),both
air_308,no,Gemini-3.1-Pro (reasoning),both
air_310,no,Gemini-3.1-Pro (reasoning),both
air_264,no,Gemini-3.1-Pro (reasoning),both
air_304,yes,Gemini-3.1-Pro (reasoning),both
air_330,no,Gemini-3.1-Pro (reasoning),both
air_339,no,Gemini-3.1-Pro (reasoning),both
air_338,no,Gemini-3.1-Pro (reasoning),both
air_347,no,Gemini-3.1-Pro (reasoning),both
air_349,no,Gemini-3.1-Pro (reasoning),both
air_345,no,Gemini-3.1-Pro (reasoning),both
air_362,no,Gemini-3.1-Pro (reasoning),both
air_379,no,Gemini-3.1-Pro (reasoning),both
air_380,yes,Gemini-3.1-Pro (reasoning),both
air_385,yes,Gemini-3.1-Pro (reasoning),both
air_395,no,Gemini-3.1-Pro (reasoning),both
air_59,no,Gemini-3.1-Pro (reasoning),both
air_360,no,Gemini-3.1-Pro (reasoning),fragile
air_64,no,Gemini-3.1-Pro (reasoning),both
air_68,no,Gemini-3.1-Pro (reasoning),both
air_99,no,Gemini-3.1-Pro (reasoning),both
dn_10.28,no,Gemini-3.1-Pro (reasoning),both
air_90,no,Gemini-3.1-Pro (reasoning),both
holton_40,no,Gemini-3.1-Pro (reasoning),both
air_392,no,Gemini-3.1-Pro (reasoning),both
holton_36,no,Gemini-3.1-Pro (reasoning),both
holton_76,no,Gemini-3.1-Pro (reasoning),both
holton_7,no,Gemini-3.1-Pro (reasoning),both
jacob_13.2,no,Gemini-3.1-Pro (reasoning),both
holton_56,no,Gemini-3.1-Pro (reasoning),both
p_101,yes,Gemini-3.1-Pro (reasoning),both
ca_10.7,no,Gemini-3.1-Pro (reasoning),both
p_103,no,Gemini-3.1-Pro (reasoning),both
p_106,no,Gemini-3.1-Pro (reasoning),both
p_113,no,Gemini-3.1-Pro (reasoning),both
p_110,no,Gemini-3.1-Pro (reasoning),neither
p_114,no,Gemini-3.1-Pro (reasoning),both
p_115,no,Gemini-3.1-Pro (reasoning),both
p_22,no,Gemini-3.1-Pro (reasoning),both
p_12,no,Gemini-3.1-Pro (reasoning),both
p_20,no,Gemini-3.1-Pro (reasoning),both
p_25,no,Gemini-3.1-Pro (reasoning),both
p_26,no,Gemini-3.1-Pro (reasoning),both
p_3,no,Gemini-3.1-Pro (reasoning),both
p_21,no,Gemini-3.1-Pro (reasoning),both
p_41,no,Gemini-3.1-Pro (reasoning),both
p_37,no,Gemini-3.1-Pro (reasoning),both
jacob_4.7,no,Gemini-3.1-Pro (reasoning),both
p_4,no,Gemini-3.1-Pro (reasoning),both
p_57,no,Gemini-3.1-Pro (reasoning),both
p_55,no,Gemini-3.1-Pro (reasoning),both
p_5,no,Gemini-3.1-Pro (reasoning),both
p_56,no,Gemini-3.1-Pro (reasoning),both
p_7,no,Gemini-3.1-Pro (reasoning),both
p_96,no,Gemini-3.1-Pro (reasoning),both
p_70,no,Gemini-3.1-Pro (reasoning),both
p_6,no,Gemini-3.1-Pro (reasoning),both
turner_1,no,Gemini-3.1-Pro (reasoning),both
snp_9,no,Gemini-3.1-Pro (reasoning),both
turner_2,no,Gemini-3.1-Pro (reasoning),both
p_73,no,Gemini-3.1-Pro (reasoning),both
p_102,no,Gemini-3.1-Pro (reasoning),both
air_89,yes,Gemini-3.1-Pro (reasoning),both
2.14,no,Gemini-3.1-Pro (reasoning),both
holton_2,no,Gemini-3.1-Pro (reasoning),both
holton_53,no,Gemini-3.1-Pro (reasoning),both
air_148,no,Gemini-3.1-Pro (reasoning),both
air_137,no,Gemini-3.1-Pro (reasoning),both
air_143,no,Gemini-3.1-Pro (reasoning),both
air_165,no,Gemini-3.1-Pro (reasoning),both
air_229,no,Gemini-3.1-Pro (reasoning),both
air_206,no,Gemini-3.1-Pro (reasoning),both
air_231,yes,Gemini-3.1-Pro (reasoning),both
air_306,no,Gemini-3.1-Pro (reasoning),both
air_105,no,Gemini-3.1-Pro (reasoning),both
air_322,no,Gemini-3.1-Pro (reasoning),both
air_351,no,Gemini-3.1-Pro (reasoning),both
air_334,no,Gemini-3.1-Pro (reasoning),both
air_342,no,Gemini-3.1-Pro (reasoning),both
air_408,no,Gemini-3.1-Pro (reasoning),both
dn_13.4,no,Gemini-3.1-Pro (reasoning),both
dn_15.18,no,Gemini-3.1-Pro (reasoning),both
air_361,no,Gemini-3.1-Pro (reasoning),both
air_269,no,Gemini-3.1-Pro (reasoning),both
fp_11.2,no,Gemini-3.1-Pro (reasoning),fragile
holton_10,no,Gemini-3.1-Pro (reasoning),both
holton_13,no,Gemini-3.1-Pro (reasoning),both
jacob_4.8,yes,Gemini-3.1-Pro (reasoning),both
jacobson_2.14,no,Gemini-3.1-Pro (reasoning),both
p_124,no,Gemini-3.1-Pro (reasoning),both
p_93,no,Gemini-3.1-Pro (reasoning),both
jacobson_4.6,no,Gemini-3.1-Pro (reasoning),both
jacobson_5.2,no,Gemini-3.1-Pro (reasoning),both
air_108,no,Gemini-3.1-Pro (reasoning),both
air_126,no,Gemini-3.1-Pro (reasoning),both
air_238,no,Gemini-3.1-Pro (reasoning),both
snp_64,no,Gemini-3.1-Pro (reasoning),both
dn_14.10,no,Gemini-3.1-Pro (reasoning),both
jacobson_14.1,no,Gemini-3.1-Pro (reasoning),fragile
11.1,no,gpt-5.5 (reasoning),both
4.3,no,gpt-5.5 (reasoning),fragile
6.1.4,no,gpt-5.5 (reasoning),both
7.4,no,gpt-5.5 (reasoning),both
air_63,no,gpt-5.5 (reasoning),both
air_71,no,gpt-5.5 (reasoning),both
air_72,no,gpt-5.5 (reasoning),both
air_88,no,gpt-5.5 (reasoning),both
air_91,no,gpt-5.5 (reasoning),both
air_92,no,gpt-5.5 (reasoning),both
air_98,no,gpt-5.5 (reasoning),both
air_103,no,gpt-5.5 (reasoning),both
air_106,no,gpt-5.5 (reasoning),both
air_104,no,gpt-5.5 (reasoning),both
air_123,no,gpt-5.5 (reasoning),both
air_119,no,gpt-5.5 (reasoning),both
air_122,no,gpt-5.5 (reasoning),both
air_124,no,gpt-5.5 (reasoning),neither
air_130,no,gpt-5.5 (reasoning),both
air_138,no,gpt-5.5 (reasoning),both
air_139,no,gpt-5.5 (reasoning),both
air_145,no,gpt-5.5 (reasoning),both
air_146,no,gpt-5.5 (reasoning),both
air_149,no,gpt-5.5 (reasoning),fragile
air_154,no,gpt-5.5 (reasoning),both
air_159,no,gpt-5.5 (reasoning),both
air_167,no,gpt-5.5 (reasoning),both
air_168,no,gpt-5.5 (reasoning),both
air_172,no,gpt-5.5 (reasoning),both
air_173,no,gpt-5.5 (reasoning),both
air_178,no,gpt-5.5 (reasoning),both
air_182,no,gpt-5.5 (reasoning),both
air_198,no,gpt-5.5 (reasoning),both
air_201,no,gpt-5.5 (reasoning),both
air_203,no,gpt-5.5 (reasoning),both
air_205,no,gpt-5.5 (reasoning),both
air_212,no,gpt-5.5 (reasoning),both
air_213,no,gpt-5.5 (reasoning),both
air_214,no,gpt-5.5 (reasoning),both
air_228,no,gpt-5.5 (reasoning),both
air_235,no,gpt-5.5 (reasoning),both
air_236,no,gpt-5.5 (reasoning),both
air_239,no,gpt-5.5 (reasoning),both
air_246,no,gpt-5.5 (reasoning),both
air_248,no,gpt-5.5 (reasoning),fragile
air_243,no,gpt-5.5 (reasoning),both
air_251,no,gpt-5.5 (reasoning),both
air_250,no,gpt-5.5 (reasoning),both
air_252,no,gpt-5.5 (reasoning),both
air_256,no,gpt-5.5 (reasoning),both
air_273,no,gpt-5.5 (reasoning),both
air_282,no,gpt-5.5 (reasoning),both
air_284,no,gpt-5.5 (reasoning),both
air_285,no,gpt-5.5 (reasoning),both
air_289,no,gpt-5.5 (reasoning),both
air_292,no,gpt-5.5 (reasoning),both
air_296,no,gpt-5.5 (reasoning),fragile
air_300,no,gpt-5.5 (reasoning),both
air_301,no,gpt-5.5 (reasoning),both
air_305,no,gpt-5.5 (reasoning),both
air_315,no,gpt-5.5 (reasoning),both
air_314,no,gpt-5.5 (reasoning),both
air_318,no,gpt-5.5 (reasoning),both
air_320,no,gpt-5.5 (reasoning),both
air_321,no,gpt-5.5 (reasoning),both
air_323,no,gpt-5.5 (reasoning),both
air_326,no,gpt-5.5 (reasoning),both
air_328,no,gpt-5.5 (reasoning),both
air_335,no,gpt-5.5 (reasoning),both
air_346,no,gpt-5.5 (reasoning),gained
air_355,no,gpt-5.5 (reasoning),both
air_368,no,gpt-5.5 (reasoning),both
air_371,no,gpt-5.5 (reasoning),both
air_363,no,gpt-5.5 (reasoning),both
air_369,no,gpt-5.5 (reasoning),fragile
air_382,no,gpt-5.5 (reasoning),both
air_405,no,gpt-5.5 (reasoning),both
p_0,no,gpt-5.5 (reasoning),both
p_10,no,gpt-5.5 (reasoning),both
p_11,no,gpt-5.5 (reasoning),both
2.4,no,gpt-5.5 (reasoning),both
2.3,no,gpt-5.5 (reasoning),both
2.7,no,gpt-5.5 (reasoning),both
2.13,no,gpt-5.5 (reasoning),both
2.15,no,gpt-5.5 (reasoning),both
5.2,no,gpt-5.5 (reasoning),both
