trap,family,model,run,state
air_246,formula_selection,gpt55-reasoning,2,pass
air_246,formula_selection,gpt55-reasoning,3,pass
air_246,formula_selection,gpt55,1,pass
air_246,formula_selection,gpt55,2,pass
air_246,formula_selection,gpt55,3,pass
air_246,formula_selection,qwen3.5-9b-reasoning,1,pass
air_246,formula_selection,qwen3.5-9b-reasoning,2,pass
air_246,formula_selection,qwen3.5-9b-reasoning,3,pass
air_246,formula_selection,qwen3.5-9b,1,pass
air_246,formula_selection,qwen3.5-9b,2,pass
air_246,formula_selection,qwen3.5-9b,3,fail
air_246,formula_selection,qwen3.6-27b-reasoning,1,pass
air_246,formula_selection,qwen3.6-27b-reasoning,2,pass
air_246,formula_selection,qwen3.6-27b-reasoning,3,pass
air_246,formula_selection,qwen3.6-27b,1,pass
air_246,formula_selection,qwen3.6-27b,2,pass
air_246,formula_selection,qwen3.6-27b,3,pass
holton_33,formula_selection,deepseek-v4-flash-reasoning,1,pass
holton_33,formula_selection,deepseek-v4-flash-reasoning,2,pass
holton_33,formula_selection,deepseek-v4-flash-reasoning,3,pass
holton_33,formula_selection,deepseek-v4-flash,1,pass
holton_33,formula_selection,deepseek-v4-flash,2,pass
holton_33,formula_selection,deepseek-v4-flash,3,pass
holton_33,formula_selection,gemini-3.1-pro,1,pass
holton_33,formula_selection,gemini-3.1-pro,2,pass
holton_33,formula_selection,gemini-3.1-pro,3,pass
holton_33,formula_selection,gpt55-reasoning,1,pass
holton_33,formula_selection,gpt55-reasoning,2,pass
holton_33,formula_selection,gpt55-reasoning,3,pass
holton_33,formula_selection,gpt55,1,pass
holton_33,formula_selection,gpt55,2,pass
holton_33,formula_selection,gpt55,3,pass
holton_33,formula_selection,qwen3.5-9b-reasoning,1,fail
holton_33,formula_selection,qwen3.5-9b-reasoning,2,pass
holton_33,formula_selection,qwen3.5-9b-reasoning,3,pass
holton_33,formula_selection,qwen3.5-9b,1,fail
holton_33,formula_selection,qwen3.5-9b,2,fail
holton_33,formula_selection,qwen3.5-9b,3,fail
holton_33,formula_selection,qwen3.6-27b-reasoning,1,pass
holton_33,formula_selection,qwen3.6-27b-reasoning,2,pass
holton_33,formula_selection,qwen3.6-27b-reasoning,3,pass
holton_33,formula_selection,qwen3.6-27b,1,pass
holton_33,formula_selection,qwen3.6-27b,2,pass
holton_33,formula_selection,qwen3.6-27b,3,pass
p_5,averaging_space,deepseek-v4-flash-reasoning,1,pass
p_5,averaging_space,deepseek-v4-flash-reasoning,2,fail
p_5,averaging_space,deepseek-v4-flash-reasoning,3,pass
p_5,averaging_space,deepseek-v4-flash,1,fail
p_5,averaging_space,deepseek-v4-flash,2,fail
p_5,averaging_space,deepseek-v4-flash,3,fail
p_5,averaging_space,gemini-3.1-pro,1,pass
p_5,averaging_space,gemini-3.1-pro,2,pass
p_5,averaging_space,gemini-3.1-pro,3,pass
p_5,averaging_space,gpt55-reasoning,1,pass
p_5,averaging_space,gpt55-reasoning,2,pass
p_5,averaging_space,gpt55-reasoning,3,pass
p_5,averaging_space,gpt55,1,pass
p_5,averaging_space,gpt55,2,pass
p_5,averaging_space,gpt55,3,pass
p_5,averaging_space,qwen3.5-9b-reasoning,1,pass
p_5,averaging_space,qwen3.5-9b-reasoning,2,fail
p_5,averaging_space,qwen3.5-9b-reasoning,3,pass
p_5,averaging_space,qwen3.5-9b,1,fail
p_5,averaging_space,qwen3.5-9b,2,pass
p_5,averaging_space,qwen3.5-9b,3,fail
p_5,averaging_space,qwen3.6-27b-reasoning,1,fail
p_5,averaging_space,qwen3.6-27b-reasoning,2,fail
p_5,averaging_space,qwen3.6-27b-reasoning,3,fail
p_5,averaging_space,qwen3.6-27b,1,fail
p_5,averaging_space,qwen3.6-27b,2,pass
p_5,averaging_space,qwen3.6-27b,3,pass
8.7,averaging_space,deepseek-v4-flash-reasoning,1,pass
8.7,averaging_space,deepseek-v4-flash-reasoning,2,pass
8.7,averaging_space,deepseek-v4-flash-reasoning,3,pass
8.7,averaging_space,deepseek-v4-flash,1,pass
8.7,averaging_space,deepseek-v4-flash,2,pass
8.7,averaging_space,deepseek-v4-flash,3,pass
8.7,averaging_space,gemini-3.1-pro,1,pass
8.7,averaging_space,gemini-3.1-pro,2,pass
8.7,averaging_space,gemini-3.1-pro,3,pass
8.7,averaging_space,gpt55-reasoning,1,pass
8.7,averaging_space,gpt55-reasoning,2,pass
8.7,averaging_space,gpt55-reasoning,3,pass
8.7,averaging_space,gpt55,1,pass
8.7,averaging_space,gpt55,2,pass
8.7,averaging_space,gpt55,3,pass
8.7,averaging_space,qwen3.5-9b-reasoning,1,pass
8.7,averaging_space,qwen3.5-9b-reasoning,2,pass
8.7,averaging_space,qwen3.5-9b-reasoning,3,pass
8.7,averaging_space,qwen3.5-9b,1,pass
8.7,averaging_space,qwen3.5-9b,2,pass
8.7,averaging_space,qwen3.5-9b,3,pass
8.7,averaging_space,qwen3.6-27b-reasoning,1,pass
8.7,averaging_space,qwen3.6-27b-reasoning,2,pass
8.7,averaging_space,qwen3.6-27b-reasoning,3,pass
8.7,averaging_space,qwen3.6-27b,1,pass
8.7,averaging_space,qwen3.6-27b,2,pass
8.7,averaging_space,qwen3.6-27b,3,pass
air_111,averaging_space,deepseek-v4-flash-reasoning,1,pass
air_111,averaging_space,deepseek-v4-flash-reasoning,2,pass
air_111,averaging_space,deepseek-v4-flash-reasoning,3,pass
air_111,averaging_space,deepseek-v4-flash,1,captured
air_111,averaging_space,deepseek-v4-flash,2,captured
air_111,averaging_space,deepseek-v4-flash,3,captured
air_111,averaging_space,gemini-3.1-pro,1,pass
air_111,averaging_space,gemini-3.1-pro,2,pass
air_111,averaging_space,gemini-3.1-pro,3,pass
air_111,averaging_space,gpt55-reasoning,1,pass
air_111,averaging_space,gpt55-reasoning,2,pass
air_111,averaging_space,gpt55-reasoning,3,captured
air_111,averaging_space,gpt55,1,pass
air_111,averaging_space,gpt55,2,captured
air_111,averaging_space,gpt55,3,captured
air_111,averaging_space,qwen3.5-9b-reasoning,1,pass
air_111,averaging_space,qwen3.5-9b-reasoning,2,fail
air_111,averaging_space,qwen3.5-9b-reasoning,3,pass
air_111,averaging_space,qwen3.5-9b,1,fail
air_111,averaging_space,qwen3.5-9b,2,fail
air_111,averaging_space,qwen3.5-9b,3,pass
air_111,averaging_space,qwen3.6-27b-reasoning,1,pass
air_111,averaging_space,qwen3.6-27b-reasoning,2,pass
air_111,averaging_space,qwen3.6-27b-reasoning,3,pass
air_111,averaging_space,qwen3.6-27b,1,pass
air_111,averaging_space,qwen3.6-27b,2,pass
air_111,averaging_space,qwen3.6-27b,3,pass
dn_14.12,averaging_space,deepseek-v4-flash-reasoning,1,pass
dn_14.12,averaging_space,deepseek-v4-flash-reasoning,2,pass
dn_14.12,averaging_space,deepseek-v4-flash-reasoning,3,pass
dn_14.12,averaging_space,deepseek-v4-flash,1,pass
dn_14.12,averaging_space,deepseek-v4-flash,2,pass
dn_14.12,averaging_space,deepseek-v4-flash,3,pass
dn_14.12,averaging_space,gemini-3.1-pro,1,pass
dn_14.12,averaging_space,gemini-3.1-pro,2,pass
dn_14.12,averaging_space,gemini-3.1-pro,3,pass
dn_14.12,averaging_space,gpt55-reasoning,1,pass
dn_14.12,averaging_space,gpt55-reasoning,2,pass
dn_14.12,averaging_space,gpt55-reasoning,3,pass
dn_14.12,averaging_space,gpt55,1,pass
dn_14.12,averaging_space,gpt55,2,pass
dn_14.12,averaging_space,gpt55,3,pass
dn_14.12,averaging_space,qwen3.5-9b-reasoning,1,pass
dn_14.12,averaging_space,qwen3.5-9b-reasoning,2,pass
dn_14.12,averaging_space,qwen3.5-9b-reasoning,3,pass
dn_14.12,averaging_space,qwen3.5-9b,1,pass
dn_14.12,averaging_space,qwen3.5-9b,2,pass
dn_14.12,averaging_space,qwen3.5-9b,3,pass
dn_14.12,averaging_space,qwen3.6-27b-reasoning,1,pass
dn_14.12,averaging_space,qwen3.6-27b-reasoning,2,pass
dn_14.12,averaging_space,qwen3.6-27b-reasoning,3,pass
dn_14.12,averaging_space,qwen3.6-27b,1,pass
dn_14.12,averaging_space,qwen3.6-27b,2,pass
dn_14.12,averaging_space,qwen3.6-27b,3,pass
fp_12.2,averaging_space,deepseek-v4-flash-reasoning,1,pass
fp_12.2,averaging_space,deepseek-v4-flash-reasoning,2,pass
fp_12.2,averaging_space,deepseek-v4-flash-reasoning,3,pass
fp_12.2,averaging_space,deepseek-v4-flash,1,pass
fp_12.2,averaging_space,deepseek-v4-flash,2,pass
fp_12.2,averaging_space,deepseek-v4-flash,3,pass
fp_12.2,averaging_space,gemini-3.1-pro,1,pass
fp_12.2,averaging_space,gemini-3.1-pro,2,pass
fp_12.2,averaging_space,gemini-3.1-pro,3,pass
fp_12.2,averaging_space,gpt55-reasoning,1,pass
fp_12.2,averaging_space,gpt55-reasoning,2,pass
fp_12.2,averaging_space,gpt55-reasoning,3,pass
fp_12.2,averaging_space,gpt55,1,pass
fp_12.2,averaging_space,gpt55,2,pass
fp_12.2,averaging_space,gpt55,3,pass
fp_12.2,averaging_space,qwen3.5-9b-reasoning,1,pass
fp_12.2,averaging_space,qwen3.5-9b-reasoning,2,fail
fp_12.2,averaging_space,qwen3.5-9b-reasoning,3,pass
fp_12.2,averaging_space,qwen3.5-9b,1,fail
fp_12.2,averaging_space,qwen3.5-9b,2,pass
fp_12.2,averaging_space,qwen3.5-9b,3,pass
fp_12.2,averaging_space,qwen3.6-27b-reasoning,1,pass
fp_12.2,averaging_space,qwen3.6-27b-reasoning,2,pass
fp_12.2,averaging_space,qwen3.6-27b-reasoning,3,pass
fp_12.2,averaging_space,qwen3.6-27b,1,pass
fp_12.2,averaging_space,qwen3.6-27b,2,pass
fp_12.2,averaging_space,qwen3.6-27b,3,pass
air_119,sign_direction,deepseek-v4-flash-reasoning,1,pass
air_119,sign_direction,deepseek-v4-flash-reasoning,2,pass
air_119,sign_direction,deepseek-v4-flash-reasoning,3,pass
air_119,sign_direction,deepseek-v4-flash,1,pass
air_119,sign_direction,deepseek-v4-flash,2,pass
air_119,sign_direction,deepseek-v4-flash,3,pass
air_119,sign_direction,gemini-3.1-pro,1,pass
air_119,sign_direction,gemini-3.1-pro,2,pass
air_119,sign_direction,gemini-3.1-pro,3,pass
air_119,sign_direction,gpt55-reasoning,1,pass
air_119,sign_direction,gpt55-reasoning,2,pass
air_119,sign_direction,gpt55-reasoning,3,pass
air_119,sign_direction,gpt55,1,pass
air_119,sign_direction,gpt55,2,pass
air_119,sign_direction,gpt55,3,pass
air_119,sign_direction,qwen3.5-9b-reasoning,1,pass
air_119,sign_direction,qwen3.5-9b-reasoning,2,pass
air_119,sign_direction,qwen3.5-9b-reasoning,3,pass
air_119,sign_direction,qwen3.5-9b,1,pass
air_119,sign_direction,qwen3.5-9b,2,pass
air_119,sign_direction,qwen3.5-9b,3,pass
air_119,sign_direction,qwen3.6-27b-reasoning,1,pass
air_119,sign_direction,qwen3.6-27b-reasoning,2,pass
air_119,sign_direction,qwen3.6-27b-reasoning,3,pass
air_119,sign_direction,qwen3.6-27b,1,pass
air_119,sign_direction,qwen3.6-27b,2,pass
air_119,sign_direction,qwen3.6-27b,3,pass
2.13,sign_direction,deepseek-v4-flash-reasoning,1,pass
2.13,sign_direction,deepseek-v4-flash-reasoning,2,pass
2.13,sign_direction,deepseek-v4-flash-reasoning,3,pass
2.13,sign_direction,deepseek-v4-flash,1,captured
2.13,sign_direction,deepseek-v4-flash,2,fail
2.13,sign_direction,deepseek-v4-flash,3,pass
2.13,sign_direction,gemini-3.1-pro,1,pass
2.13,sign_direction,gemini-3.1-pro,2,pass
2.13,sign_direction,gemini-3.1-pro,3,pass
2.13,sign_direction,gpt55-reasoning,1,pass
2.13,sign_direction,gpt55-reasoning,2,pass
2.13,sign_direction,gpt55-reasoning,3,pass
2.13,sign_direction,gpt55,1,pass
2.13,sign_direction,gpt55,2,pass
2.13,sign_direction,gpt55,3,pass
2.13,sign_direction,qwen3.5-9b-reasoning,1,pass
2.13,sign_direction,qwen3.5-9b-reasoning,2,fail
2.13,sign_direction,qwen3.5-9b-reasoning,3,fail
2.13,sign_direction,qwen3.5-9b,1,pass
2.13,sign_direction,qwen3.5-9b,2,pass
2.13,sign_direction,qwen3.5-9b,3,pass
2.13,sign_direction,qwen3.6-27b-reasoning,1,pass
2.13,sign_direction,qwen3.6-27b-reasoning,2,pass
2.13,sign_direction,qwen3.6-27b-reasoning,3,captured
2.13,sign_direction,qwen3.6-27b,1,fail
2.13,sign_direction,qwen3.6-27b,2,captured
2.13,sign_direction,qwen3.6-27b,3,pass
air_201,sign_direction,deepseek-v4-flash-reasoning,1,fail
air_201,sign_direction,deepseek-v4-flash-reasoning,2,fail
air_201,sign_direction,deepseek-v4-flash-reasoning,3,pass
air_201,sign_direction,deepseek-v4-flash,1,fail
air_201,sign_direction,deepseek-v4-flash,2,fail
air_201,sign_direction,deepseek-v4-flash,3,fail
air_201,sign_direction,gemini-3.1-pro,1,pass
air_201,sign_direction,gemini-3.1-pro,2,pass
air_201,sign_direction,gemini-3.1-pro,3,pass
air_201,sign_direction,gpt55-reasoning,1,pass
air_201,sign_direction,gpt55-reasoning,2,pass
air_201,sign_direction,gpt55-reasoning,3,pass
air_201,sign_direction,gpt55,1,fail
air_201,sign_direction,gpt55,2,fail
air_201,sign_direction,gpt55,3,fail
air_201,sign_direction,qwen3.5-9b-reasoning,1,fail
air_201,sign_direction,qwen3.5-9b-reasoning,2,fail
air_201,sign_direction,qwen3.5-9b-reasoning,3,fail
air_201,sign_direction,qwen3.5-9b,1,fail
air_201,sign_direction,qwen3.5-9b,2,fail
air_201,sign_direction,qwen3.5-9b,3,fail
air_201,sign_direction,qwen3.6-27b-reasoning,1,fail
air_201,sign_direction,qwen3.6-27b-reasoning,2,pass
air_201,sign_direction,qwen3.6-27b-reasoning,3,fail
air_201,sign_direction,qwen3.6-27b,1,fail
air_201,sign_direction,qwen3.6-27b,2,fail
air_201,sign_direction,qwen3.6-27b,3,fail
air_345,sign_direction,deepseek-v4-flash-reasoning,1,pass
air_345,sign_direction,deepseek-v4-flash-reasoning,2,pass
air_345,sign_direction,deepseek-v4-flash-reasoning,3,pass
air_345,sign_direction,deepseek-v4-flash,1,pass
air_345,sign_direction,deepseek-v4-flash,2,pass
air_345,sign_direction,deepseek-v4-flash,3,pass
air_345,sign_direction,gemini-3.1-pro,1,pass
air_345,sign_direction,gemini-3.1-pro,2,pass
air_345,sign_direction,gemini-3.1-pro,3,pass
air_345,sign_direction,gpt55-reasoning,1,pass
air_345,sign_direction,gpt55-reasoning,2,pass
air_345,sign_direction,gpt55-reasoning,3,pass
air_345,sign_direction,gpt55,1,pass
air_345,sign_direction,gpt55,2,pass
air_345,sign_direction,gpt55,3,pass
air_345,sign_direction,qwen3.5-9b-reasoning,1,pass
air_345,sign_direction,qwen3.5-9b-reasoning,2,fail
air_345,sign_direction,qwen3.5-9b-reasoning,3,pass
air_345,sign_direction,qwen3.5-9b,1,pass
air_345,sign_direction,qwen3.5-9b,2,fail
air_345,sign_direction,qwen3.5-9b,3,pass
air_345,sign_direction,qwen3.6-27b-reasoning,1,pass
air_345,sign_direction,qwen3.6-27b-reasoning,2,pass
air_345,sign_direction,qwen3.6-27b-reasoning,3,pass
air_345,sign_direction,qwen3.6-27b,1,pass
air_345,sign_direction,qwen3.6-27b,2,pass
air_345,sign_direction,qwen3.6-27b,3,pass
holton_2,sign_direction,deepseek-v4-flash-reasoning,1,pass
holton_2,sign_direction,deepseek-v4-flash-reasoning,2,pass
holton_2,sign_direction,deepseek-v4-flash-reasoning,3,pass
holton_2,sign_direction,deepseek-v4-flash,1,pass
holton_2,sign_direction,deepseek-v4-flash,2,pass
holton_2,sign_direction,deepseek-v4-flash,3,pass
holton_2,sign_direction,gemini-3.1-pro,1,pass
holton_2,sign_direction,gemini-3.1-pro,2,pass
holton_2,sign_direction,gemini-3.1-pro,3,pass
holton_2,sign_direction,gpt55-reasoning,1,pass
holton_2,sign_direction,gpt55-reasoning,2,pass
holton_2,sign_direction,gpt55-reasoning,3,pass
holton_2,sign_direction,gpt55,1,pass
holton_2,sign_direction,gpt55,2,pass
holton_2,sign_direction,gpt55,3,pass
holton_2,sign_direction,qwen3.5-9b-reasoning,1,captured
holton_2,sign_direction,qwen3.5-9b-reasoning,2,captured
holton_2,sign_direction,qwen3.5-9b-reasoning,3,pass
holton_2,sign_direction,qwen3.5-9b,1,pass
holton_2,sign_direction,qwen3.5-9b,2,captured
holton_2,sign_direction,qwen3.5-9b,3,pass
holton_2,sign_direction,qwen3.6-27b-reasoning,1,pass
holton_2,sign_direction,qwen3.6-27b-reasoning,2,pass
holton_2,sign_direction,qwen3.6-27b-reasoning,3,pass
holton_2,sign_direction,qwen3.6-27b,1,pass
holton_2,sign_direction,qwen3.6-27b,2,pass
holton_2,sign_direction,qwen3.6-27b,3,pass
2.3,sign_direction,deepseek-v4-flash-reasoning,1,pass
2.3,sign_direction,deepseek-v4-flash-reasoning,2,pass
2.3,sign_direction,deepseek-v4-flash-reasoning,3,pass
2.3,sign_direction,deepseek-v4-flash,1,pass
2.3,sign_direction,deepseek-v4-flash,2,pass
2.3,sign_direction,deepseek-v4-flash,3,pass
2.3,sign_direction,gemini-3.1-pro,1,pass
2.3,sign_direction,gemini-3.1-pro,2,pass
2.3,sign_direction,gemini-3.1-pro,3,pass
2.3,sign_direction,gpt55-reasoning,1,pass
2.3,sign_direction,gpt55-reasoning,2,pass
2.3,sign_direction,gpt55-reasoning,3,pass
2.3,sign_direction,gpt55,1,pass
2.3,sign_direction,gpt55,2,pass
2.3,sign_direction,gpt55,3,pass
2.3,sign_direction,qwen3.5-9b-reasoning,1,pass
2.3,sign_direction,qwen3.5-9b-reasoning,2,pass
2.3,sign_direction,qwen3.5-9b-reasoning,3,pass
2.3,sign_direction,qwen3.5-9b,1,pass
2.3,sign_direction,qwen3.5-9b,2,pass
2.3,sign_direction,qwen3.5-9b,3,pass
2.3,sign_direction,qwen3.6-27b-reasoning,1,pass
2.3,sign_direction,qwen3.6-27b-reasoning,2,pass
2.3,sign_direction,qwen3.6-27b-reasoning,3,pass
2.3,sign_direction,qwen3.6-27b,1,pass
2.3,sign_direction,qwen3.6-27b,2,pass
2.3,sign_direction,qwen3.6-27b,3,pass
air_382,averaging_space,deepseek-v4-flash-reasoning,1,pass
air_382,averaging_space,deepseek-v4-flash-reasoning,2,pass
air_382,averaging_space,deepseek-v4-flash-reasoning,3,pass
air_382,averaging_space,deepseek-v4-flash,1,pass
air_382,averaging_space,deepseek-v4-flash,2,pass
air_382,averaging_space,deepseek-v4-flash,3,pass
air_382,averaging_space,gemini-3.1-pro,1,pass
air_382,averaging_space,gemini-3.1-pro,2,pass
air_382,averaging_space,gemini-3.1-pro,3,pass
air_382,averaging_space,gpt55-reasoning,1,pass
air_382,averaging_space,gpt55-reasoning,2,pass
air_382,averaging_space,gpt55-reasoning,3,pass
air_382,averaging_space,gpt55,1,pass
air_382,averaging_space,gpt55,2,pass
air_382,averaging_space,gpt55,3,pass
air_382,averaging_space,qwen3.5-9b-reasoning,1,pass
air_382,averaging_space,qwen3.5-9b-reasoning,2,pass
air_382,averaging_space,qwen3.5-9b-reasoning,3,pass
air_382,averaging_space,qwen3.5-9b,1,pass
air_382,averaging_space,qwen3.5-9b,2,pass
air_382,averaging_space,qwen3.5-9b,3,pass
air_382,averaging_space,qwen3.6-27b-reasoning,1,pass
air_382,averaging_space,qwen3.6-27b-reasoning,2,pass
air_382,averaging_space,qwen3.6-27b-reasoning,3,fail
air_382,averaging_space,qwen3.6-27b,1,pass
air_382,averaging_space,qwen3.6-27b,2,pass
air_382,averaging_space,qwen3.6-27b,3,pass
fp_2.2,definition_confusion,deepseek-v4-flash-reasoning,1,pass
fp_2.2,definition_confusion,deepseek-v4-flash-reasoning,2,pass
fp_2.2,definition_confusion,deepseek-v4-flash-reasoning,3,pass
fp_2.2,definition_confusion,deepseek-v4-flash,1,pass
fp_2.2,definition_confusion,deepseek-v4-flash,2,pass
fp_2.2,definition_confusion,deepseek-v4-flash,3,pass
fp_2.2,definition_confusion,gemini-3.1-pro,1,pass
fp_2.2,definition_confusion,gemini-3.1-pro,2,pass
fp_2.2,definition_confusion,gemini-3.1-pro,3,pass
fp_2.2,definition_confusion,gpt55-reasoning,1,pass
fp_2.2,definition_confusion,gpt55-reasoning,2,pass
fp_2.2,definition_confusion,gpt55-reasoning,3,pass
fp_2.2,definition_confusion,gpt55,1,pass
fp_2.2,definition_confusion,gpt55,2,pass
fp_2.2,definition_confusion,gpt55,3,pass
fp_2.2,definition_confusion,qwen3.5-9b-reasoning,1,pass
fp_2.2,definition_confusion,qwen3.5-9b-reasoning,2,pass
fp_2.2,definition_confusion,qwen3.5-9b-reasoning,3,pass
fp_2.2,definition_confusion,qwen3.5-9b,1,pass
fp_2.2,definition_confusion,qwen3.5-9b,2,pass
fp_2.2,definition_confusion,qwen3.5-9b,3,pass
fp_2.2,definition_confusion,qwen3.6-27b-reasoning,1,fail
fp_2.2,definition_confusion,qwen3.6-27b-reasoning,2,pass
fp_2.2,definition_confusion,qwen3.6-27b-reasoning,3,pass
fp_2.2,definition_confusion,qwen3.6-27b,1,pass
fp_2.2,definition_confusion,qwen3.6-27b,2,pass
fp_2.2,definition_confusion,qwen3.6-27b,3,pass
p_37,definition_confusion,deepseek-v4-flash-reasoning,1,pass
p_37,definition_confusion,deepseek-v4-flash-reasoning,2,pass
p_37,definition_confusion,deepseek-v4-flash-reasoning,3,pass
p_37,definition_confusion,deepseek-v4-flash,1,pass
p_37,definition_confusion,deepseek-v4-flash,2,pass
p_37,definition_confusion,deepseek-v4-flash,3,pass
p_37,definition_confusion,gemini-3.1-pro,1,pass
p_37,definition_confusion,gemini-3.1-pro,2,pass
p_37,definition_confusion,gemini-3.1-pro,3,pass
p_37,definition_confusion,gpt55-reasoning,1,pass
p_37,definition_confusion,gpt55-reasoning,2,pass
p_37,definition_confusion,gpt55-reasoning,3,pass
p_37,definition_confusion,gpt55,1,pass
p_37,definition_confusion,gpt55,2,pass
p_37,definition_confusion,gpt55,3,pass
p_37,definition_confusion,qwen3.5-9b-reasoning,1,pass
p_37,definition_confusion,qwen3.5-9b-reasoning,2,pass
p_37,definition_confusion,qwen3.5-9b-reasoning,3,pass
p_37,definition_confusion,qwen3.5-9b,1,pass
p_37,definition_confusion,qwen3.5-9b,2,captured
p_37,definition_confusion,qwen3.5-9b,3,pass
p_37,definition_confusion,qwen3.6-27b-reasoning,1,pass
p_37,definition_confusion,qwen3.6-27b-reasoning,2,pass
p_37,definition_confusion,qwen3.6-27b-reasoning,3,pass
p_37,definition_confusion,qwen3.6-27b,1,pass
p_37,definition_confusion,qwen3.6-27b,2,pass
p_37,definition_confusion,qwen3.6-27b,3,pass
snp_99,definition_confusion,deepseek-v4-flash-reasoning,1,pass
snp_99,definition_confusion,deepseek-v4-flash-reasoning,2,pass
snp_99,definition_confusion,deepseek-v4-flash-reasoning,3,pass
snp_99,definition_confusion,deepseek-v4-flash,1,pass
snp_99,definition_confusion,deepseek-v4-flash,2,pass
snp_99,definition_confusion,deepseek-v4-flash,3,pass
snp_99,definition_confusion,gemini-3.1-pro,1,pass
snp_99,definition_confusion,gemini-3.1-pro,2,pass
snp_99,definition_confusion,gemini-3.1-pro,3,pass
snp_99,definition_confusion,gpt55-reasoning,1,pass
snp_99,definition_confusion,gpt55-reasoning,2,pass
snp_99,definition_confusion,gpt55-reasoning,3,pass
snp_99,definition_confusion,gpt55,1,pass
snp_99,definition_confusion,gpt55,2,pass
snp_99,definition_confusion,gpt55,3,pass
snp_99,definition_confusion,qwen3.5-9b-reasoning,1,pass
snp_99,definition_confusion,qwen3.5-9b-reasoning,2,fail
snp_99,definition_confusion,qwen3.5-9b-reasoning,3,fail
snp_99,definition_confusion,qwen3.5-9b,1,pass
snp_99,definition_confusion,qwen3.5-9b,2,pass
snp_99,definition_confusion,qwen3.5-9b,3,pass
snp_99,definition_confusion,qwen3.6-27b-reasoning,1,pass
snp_99,definition_confusion,qwen3.6-27b-reasoning,2,pass
snp_99,definition_confusion,qwen3.6-27b-reasoning,3,pass
snp_99,definition_confusion,qwen3.6-27b,1,pass
snp_99,definition_confusion,qwen3.6-27b,2,pass
snp_99,definition_confusion,qwen3.6-27b,3,fail
dn_10.28,definition_confusion,deepseek-v4-flash-reasoning,1,pass
dn_10.28,definition_confusion,deepseek-v4-flash-reasoning,2,pass
dn_10.28,definition_confusion,deepseek-v4-flash-reasoning,3,pass
dn_10.28,definition_confusion,deepseek-v4-flash,1,pass
dn_10.28,definition_confusion,deepseek-v4-flash,2,pass
dn_10.28,definition_confusion,deepseek-v4-flash,3,pass
dn_10.28,definition_confusion,gemini-3.1-pro,1,pass
dn_10.28,definition_confusion,gemini-3.1-pro,2,pass
dn_10.28,definition_confusion,gemini-3.1-pro,3,pass
dn_10.28,definition_confusion,gpt55-reasoning,1,pass
dn_10.28,definition_confusion,gpt55-reasoning,2,pass
dn_10.28,definition_confusion,gpt55-reasoning,3,pass
dn_10.28,definition_confusion,gpt55,1,pass
dn_10.28,definition_confusion,gpt55,2,pass
dn_10.28,definition_confusion,gpt55,3,pass
dn_10.28,definition_confusion,qwen3.5-9b-reasoning,1,pass
dn_10.28,definition_confusion,qwen3.5-9b-reasoning,2,pass
dn_10.28,definition_confusion,qwen3.5-9b-reasoning,3,pass
dn_10.28,definition_confusion,qwen3.5-9b,1,fail
dn_10.28,definition_confusion,qwen3.5-9b,2,fail
dn_10.28,definition_confusion,qwen3.5-9b,3,pass
dn_10.28,definition_confusion,qwen3.6-27b-reasoning,1,pass
dn_10.28,definition_confusion,qwen3.6-27b-reasoning,2,pass
dn_10.28,definition_confusion,qwen3.6-27b-reasoning,3,pass
dn_10.28,definition_confusion,qwen3.6-27b,1,pass
dn_10.28,definition_confusion,qwen3.6-27b,2,pass
dn_10.28,definition_confusion,qwen3.6-27b,3,pass
air_89,formula_selection,deepseek-v4-flash-reasoning,1,pass
air_89,formula_selection,deepseek-v4-flash-reasoning,2,pass
air_89,formula_selection,deepseek-v4-flash-reasoning,3,pass
air_89,formula_selection,deepseek-v4-flash,1,pass
air_89,formula_selection,deepseek-v4-flash,2,pass
air_89,formula_selection,deepseek-v4-flash,3,pass
air_89,formula_selection,gemini-3.1-pro,1,pass
air_89,formula_selection,gemini-3.1-pro,2,pass
air_89,formula_selection,gemini-3.1-pro,3,pass
air_89,formula_selection,gpt55-reasoning,1,pass
air_89,formula_selection,gpt55-reasoning,2,pass
air_89,formula_selection,gpt55-reasoning,3,pass
air_89,formula_selection,gpt55,1,pass
air_89,formula_selection,gpt55,2,pass
air_89,formula_selection,gpt55,3,pass
air_89,formula_selection,qwen3.5-9b-reasoning,1,pass
air_89,formula_selection,qwen3.5-9b-reasoning,2,pass
air_89,formula_selection,qwen3.5-9b-reasoning,3,pass
air_89,formula_selection,qwen3.5-9b,1,pass
air_89,formula_selection,qwen3.5-9b,2,pass
air_89,formula_selection,qwen3.5-9b,3,pass
air_89,formula_selection,qwen3.6-27b-reasoning,1,pass
air_89,formula_selection,qwen3.6-27b-reasoning,2,pass
air_89,formula_selection,qwen3.6-27b-reasoning,3,pass
air_89,formula_selection,qwen3.6-27b,1,pass
air_89,formula_selection,qwen3.6-27b,2,pass
air_89,formula_selection,qwen3.6-27b,3,pass
holton_40,formula_selection,deepseek-v4-flash-reasoning,1,pass
holton_40,formula_selection,deepseek-v4-flash-reasoning,2,pass
holton_40,formula_selection,deepseek-v4-flash-reasoning,3,pass
holton_40,formula_selection,deepseek-v4-flash,1,pass
holton_40,formula_selection,deepseek-v4-flash,2,pass
holton_40,formula_selection,deepseek-v4-flash,3,fail
